留言內容,llm分數,llm判定
想買這個組合~感覺不錯,0.3,正向
茶還OK 但是米米花真的滿好吃的,0.45,正向
全家的沙茶雞胗也很好吃 蛋白質含量也高 比這個辣不少,0.0,中性
這超好吃 但單吃偏鹹了點,0.55,正向
看來是不太辣,0.0,中性
不辣嗎?那我可以去試一下,0.25,正向
"我前幾天買時有一顆顆數,一包是18顆,我覺得明顯比一般鹹酥雞攤或滷味攤的雞心來得便宜,而且也不錯吃,有一點點辣而已,我平常沒在吃辣的人完全可以接受這種辣度",0.55,正向
這樣真的很便宜耶 比鹽酥雞便宜多了,0.45,正向
18顆那很可以耶,0.45,正向
這超好吃 很適合當配菜,0.75,正向
"超好吃,而且超多顆,別跟我搶",0.85,正向
昨天有吃 這個蠻不錯的,0.45,正向
等等消夜確定!,0.25,正向
我覺得不錯,0.4,正向
"我不敢吃,家人說好吃",0.3,正向
"取名鹽烤雞心才對,麻辣無感,還不錯吃,價格與份量合理。",0.35,正向
好像不錯喔,0.3,正向
"我覺得難吃又嫌,灌了快兩瓶水鹹",-0.85,負向
感覺很下飯哈哈,0.3,正向
好吃 但偏鹹,0.45,正向
https://i.imgur.com/aeC3vra.jpeg之前打折一次買兩包 真的是雞心自由 超爽,0.5,正向
感覺好讚 今天宵夜確定,0.5,正向
"全家也有雞心,真的會辣,口味較重好配飯",0.0,中性
雞心膽固醇很高 偶爾吃還行,0.0,中性
用烤箱烤不錯,0.3,正向
"認證不吃辣的可以吃!只有吃完十幾顆最後尾韻才有一點點麻感,很快就退了,屬於不難吃可以吃,拿來配飯很OK!",0.35,正向
"好吃,但味道可以再重一點",0.45,正向
我吃起來超級鹹欸 大家都這麼重口味嗎,-0.35,負向
不錯欸!,0.55,正向
"剛吃了我覺得不錯,沒有到鹹死就偏重口味,沒有怪味好吃然後完全不辣微微麻而已",0.6,正向
還蠻大顆的感覺 光看圖片就已經分泌口水了,0.35,正向
感謝推,0.0,中性
有興趣 嫩還柴?,0.0,中性
這麼多顆?! 很可以欸,0.45,正向
都寫鹽烤了怎麼可能不鹹==,0.0,中性
"口感偏嫩但沒有很嫩,完全不會柴這款應該賣很好,我公司/住家附近的7-11都賣到沒貨了",0.45,正向
"https://i.imgur.com/UfeeyP9.jpeg味道還不知道,",0.0,中性
"我之前不太敢吃雞心,但這款讓我連吃好幾天,量也給不少~",0.6,正向
"https://meee.com.tw/NR6yOom.jpg吃到一半才想到拍照,味道不錯,我買雞珍跟雞心,份量很足",0.55,正向
"正在吃,剛數有18顆",0.0,中性
看起來不錯 明天來試試 全家的雞胗也不錯,0.35,正向
看來可以嘗試看看,0.25,正向
感覺不錯欸!份量也不少,0.4,正向
剛剛買來吃 好吃價錢還可以,0.65,正向
"價格驚人便宜還非常好吃,完全不可能是CVS販售的商品",0.9,正向
"今天剛買來吃,有點麻沒甚麼辣,最好自己加點調味料想吃七里香的可以去萊爾富",0.1,中性
"可以的,價格不錯。我家最便宜的雞排店,開源社6顆20=18顆60。",0.3,正向
卜蜂的產品都有一定水準,0.35,正向
"昨天買了這個來吃,真的很好吃!重點是它嚐起來真的有烤的焦香味少數的缺點大概是辣度輕微以及口味偏鹹吧,建議可以配飯或飲料",0.7,正向
"我其實以前會買鹽酥雞的雞心雞珍雞屁股搭配白飯吃,現在有這個(也有雞珍,萊爾富有雞屁股)搭配買友善時光的隨意飯或麵,甚至自己買泡麵煮成乾麵搭配也不錯",0.35,正向
感覺好適合今天宵夜....QwQ,0.25,正向
卜蜂做的 感覺安心XD,0.2,中性
這個真的好 推薦一下,0.75,正向
有麻感覺可以嘗試欸,0.25,正向
"口味屬於普通好吃,當然不可能跟滷味或燒烤攤的雞心比但考量價格數量隨時能吃的方便性,會回購買來吃但若漲價或縮水就不會回購.",0.45,正向
"昨晚買來吃,還不錯,不過只有14顆(還認真數了XD)",0.25,正向
這超好吃,0.8,正向
喝了美式 新豆還不錯,0.45,正向
好奇湯匙的全貌,0.0,中性
湯匙看起來有質感耶,0.0,中性
提拉米蘇好吃,0.65,正向
提拉米蘇推,0.55,正向
"現在咖啡還有集章活動,想加購那個嚕嚕米咖啡磚https://i.imgur.com/66nwAl0.jpeg",0.0,中性
提拉米蘇更推千層,0.35,正向
"比較喜歡瓜地馬拉安提瓜的香氣,酸味比較明顯",0.25,正向
單品不錯,0.45,正向
謝謝分享 有機會來嘗試,0.2,中性
推提拉米蘇,0.55,正向
單品美式不錯 酸味有但不會太過 算順口,0.55,正向
集章加購的咖啡磚很可愛誒!,0.0,中性
水晶普普,-0.1,中性
這次的單品豆不太喜歡+1 前一款酸味較明顯,-0.35,負向
好多蛋蠻好吃的,0.6,正向
好多蛋推 真的不錯,0.6,正向
三明治最常買紐奧良烤雞,0.35,正向
紐澳良漲價到友善食光我都快買不下手QQ,-0.25,負向
好多蛋簡直夢幻商品(喜歡各式蛋),0.75,正向
友善也只有7折 而且無條件進位不像7是5捨6入,0.0,中性
出了好多蛋 好多菜 可以再來個好多肉,0.0,中性
好多蛋不錯,0.45,正向
價格也好多,-0.25,負向
這價格......縮手手......,-0.35,負向
好多蛋好吃 搭飲料69比較ok,0.55,正向
紐奧良烤雞好吃,0.45,正向
好多蛋還不錯 之前就很愛夾心土司雞蛋沙拉口味 這個感覺進階版,0.5,正向
三明治鹹的喜歡紐奧良 甜的喜歡巧克力乳酪,0.35,正向
中午有買好多蛋 蠻好吃的,0.55,正向
好多蛋的蛋量真的蠻多的 喜歡蛋沙拉的會愛https://i.imgur.com/7IXg2dP.jpeg,0.6,正向
感謝分想 會想吃吃看,0.25,正向
"鮪魚不錯,近期還蠻常吃的",0.45,正向
推文網軍也太多,-0.2,中性
"好多蛋料真的有給足,搭飲料ok",0.5,正向
紐奧良烤雞一生推,-0.1,中性
推好多蛋~喜歡芥末口味的,0.7,正向
還不錯吃 就是唯獨價格,0.3,正向
紐奧良烤雞+1,-0.1,中性
ㄟ可惜有芥末 然後芹菜不管出現在哪都無法接受==,-0.5,負向
這樣叫網軍XD,0.0,中性
蛋沙拉中間那層是地瓜泥嗎?,0.0,中性
回樓上 是蛋沙拉 好多蛋的組合是兩層蛋沙拉+溏心蛋,0.0,中性
日式蛋沙拉跟芥末蛋沙拉放一起 風味被芥末味蓋過 喜歡的人適合吃,-0.1,中性
好奇味道會很甜嗎,0.0,中性
....味全會不會繼續被抵制呢,-0.1,中性
感覺很普,-0.2,中性
沒啥堅果香@@,-0.3,負向
感覺很甜,-0.1,中性
熟悉的味全最對味,0.0,中性
很甜,-0.3,負向
頂新靠大家消費才能獲利,-0.1,中性
"今天有買,很甜不推",-0.7,負向
成分如何?,0.0,中性
2款其實差異不大,0.0,中性
全家有瑪利歐包裝加分,-0.1,中性
吃起來根本雙胞胎,0.0,中性
小孩只看包裝啦 指定全家正常,0.0,中性
包裝丟了 只剩全家的袋子 成分表拍給你參考https://i.mopix.cc/NPm9Lg.jpg,0.0,中性
花朵造型蠻可愛的,0.3,正向
我吃起來印象是全家蒟蒻顆粒比較無感,0.0,中性
我覺得吃起來蠻像的,0.0,中性
超貴,-0.5,負向
2月的便當5月才有感想也醞釀太久了吧,0.0,中性
原價貴,-0.4,負向
"當初優惠也是選這款買,還請門市特別進貨,不然架上永遠只有一個。",0.0,中性
感覺不錯哦! 下次嘗試,0.3,正向
"真的太貴,打7折還要$91",-0.5,負向
買過~還蠻好吃 女生吃差不多,0.5,正向
蠻好吃 缺點就是太貴了,0.4,正向
比想像中好吃 雞胸不柴 會想回購,0.8,正向
回購很多次了 好吃,0.8,正向
"相""見""=",0.0,中性
看來就70元紅燒牛肉飯多一兩顆青花椰菜換皮漲價N次的結果,-0.5,負向
因為太晚遇到這牛腱 所以相“腱”恨晚,0.3,正向
感覺可以試試,0.25,正向
原本70 後來不知道變幾次 變109..喔?,-0.2,中性
"70先變89的樣子,跟綠咖哩飯一樣",0.0,中性
感覺還不錯欸~今天買來吃看看,0.3,正向
"現在要109喔,好貴",-0.4,負向
可愛,0.5,正向
今天我也買了一組,0.3,正向
預購7/28領,0.0,中性
這真的很可愛 早上也加購了一組還沒組裝XD,0.7,正向
早上衝到我家附近的全家還有貨也拿了一組,0.2,中性
預購的竟然是去年的!辦公室旁的都沒了......,-0.2,中性
家附近還不少,0.0,中性
今年的更可愛!,0.6,正向
今年的更可愛+1 這個放角落感覺很可愛,0.7,正向
去年今年擺一起好療癒,0.6,正向
(′・ω・‵) 不錯耶,0.3,正向
以為是樂高,0.0,中性
昨天有看到門市放了7盒在架上,0.0,中性
早上買了一盒 下班剛去看就都沒了,0.0,中性
很可愛欸 今年的細節感覺又更好,0.8,正向
嗚嗚嗚可愛,0.7,正向
"https://i.mopix.cc/FfmwY9.jpg傍晚時,用早上拿的酷碰券,買國寶茶6瓶,再加購2盒積木,共90+118=208元。",0.0,中性
會不會之後又一直出~~越擴越多,0.0,中性
今年的還有小花更可愛吶,0.7,正向
蜂蜜水款這次是要用預購 結帳時再和店員說,0.0,中性
下班去我家附近都沒看到...,0.0,中性
阜杭店面有出這個商品嗎?還是超商獨創的?,0.0,中性
說真的饅頭夾蛋常見於中式早餐不用分是誰獨創沒必要吧?=,0.0,中性
好久沒吃饅頭了耶 下次來吃看看,0.3,正向
"店面沒看過,只有燒餅夾蛋跟飯糰加蛋",0.0,中性
剛吃完也覺得好吃!,0.8,正向
生火,0.5,正向
"今早也買這個當早餐,相當意外的好吃",0.8,正向
"剛吃完蠻喜歡,會回購",0.8,正向
微波不會硬掉好神奇,0.4,正向
"這商品名是夾豬排,不是夾蛋",0.0,中性
少打也要挑語病呵呵=,0.0,中性
"只是想知道這商品是店面也有提供,還是單純超商開發出來的這樣問也不行?住海邊哦?",0.0,中性
嘖嘖就單純表達意見而已不知有啥好吵的呵呵?=,0.0,中性
感謝開箱~~,0.0,中性
這款好吃!!,0.9,正向
在吵的不就你自己而已?表情還都獨眼龍不知要表達啥?,0.0,中性
笑鼠獨眼龍WTF盡量回嘴碎念齁我才懶的理你根本莫名其妙=,0.0,中性
"蠻普通的,覺得飯糰比較好吃,不會回購。",-0.4,負向
"跑三間才買到,好吃!會回購!",0.9,正向
好吃會回購,0.8,正向
謝謝分享 神奇,0.0,中性
"謝謝推薦,下次來44",0.3,正向
是說7-11出一個連阜杭都沒在賣的商品??,0.0,中性
真假?沒出過嗎?,0.0,中性
不難吃 可是整體偏甜偏鹹 吃完嘴巴就剩下鹹味 難得他饅頭好像還不錯吃...,-0.1,中性
狠飽系列去年出的都很難吃,-0.8,負向
這款只有高麗菜 鐵板燒少豆芽菜,0.0,中性
沒豆芽就給讚,0.4,正向
豆芽菜不是鐵板的靈魂嗎?,0.0,中性
有包手欸 而且直接說全高小辣,0.0,中性
剛發現7-11也推出類似的大份量系列了,0.0,中性
7-11有包手嗎,0.0,中性
"師傅有包手,是正版的",0.2,中性
我家附近炒飯也有包手 哈哈,0.0,中性
上面的師傅有包手耶,0.0,中性
"很空虛,6折也不會再買",-0.8,負向
熱量不到600???,0.0,中性
沒包手沒味道,-0.4,負向
今天有六折券,0.0,中性
推炒麵 374大卡 200g的高麗菜 豆芽菜,0.4,正向
居然是大埔~很久沒看到了~下次買看看,0.3,正向
包手的專業好吃,0.5,正向
狠飽系列不予置評,-0.3,負向
200g的高麗菜?real? Go!,0.0,中性
包手才是重點,0.0,中性
內容物好少的感覺,-0.3,負向
"很飽之前那個炒飯,難吃的我去買泡菜來配才可以解膩、到可以吃的程度",-0.8,負向
有包手XDDD,0.0,中性
有拿到六折券~中午去買來嘗鮮,0.0,中性
有包手的才好吃,0.5,正向
兩家都同期推出類似對打 是平常有在互探內情嗎,0.0,中性
包手卷也很普 沒什麼味道,-0.4,負向
沒想到會跟大埔聯名 還有包手 酷,0.3,正向
肉很少,-0.5,負向
滿滿的飯 吃的很空虛 有打折也不會再回購,-0.8,負向
"沒拿到折價券,原價買,我給30分,裡面雞肉丁我只吃到三小塊,高麗菜也很少,要不是黑胡椒醬夠鹹,根本只能吃白飯",-0.9,負向
"剛吃完鐵板麵,根本不飽,麵只有一小搓,而且沒肉",-0.8,負向
包裝上的包手 還真的很傳神~蠻有趣的,0.2,中性
都是飯 菜一點點 肉一點點 過鹹,-0.7,負向
專業捏!我也想試試這款,0.3,正向
你好專業,0.0,中性
生為與你!,0.0,中性
這類商品光看到不好拆開就勸退一堆人友善時光最常看到這類商品,-0.3,負向
推教學,0.0,中性
"不想跟腸胃對賭,生食的友善時光不會想拿",-0.4,負向
"這個份量很小,還不如握便當",-0.5,負向
今天買了 飯很軟爛 不算難吃但很空虛...(我食量不大了,-0.4,負向
教學真詳細,0.0,中性
之前買研究幾分鐘不知道如何像三角形般抽開即食就懶得買了XD,-0.2,中性
大推教學!上次親眼目睹有人一打開馬上變在地美食,0.0,中性
不敢吃超商生食,-0.4,負向
感謝教學 買三次了我還是不會捲,0.1,中性
我有看到~還蠻有興趣的 會想買,0.4,正向
感謝教學分享~吃法好專業,0.0,中性
認真說十六茶還是習慣無糖卡讚~沒事摻糖變果茶味道超怪=,-0.6,負向
160卡...,-0.2,中性
"不知道穀類當基底會不會適合,畢竟茶類當底還是王道一點,這算是創意飲品了吧",0.0,中性
"感覺這個可以囤在辦公室當下午茶喝,公司有一票咖啡因過敏的老人應該會很受歡迎(明明才三十幾歲XDD",0.4,正向
終於有不會很甜的水果茶了!很愛水果茶但大部分都甜到會長螞蟻,0.8,正向
好像還不錯欸,0.3,正向
和冰鎮水果茶差很多嗎,0.0,中性
推文好業,0.0,中性
冰鎮純粹果香味較甜反之16茶這款氣味較複雜很吃電波就是,0.0,中性
沒有咖啡因很心動欸~><,0.4,正向
"跟傳統水果茶完全是不一樣的東西,只喝幾口就丟了,整個喝不慣",-0.8,負向
整篇跟推文超ya,0.0,中性
160卡可以自己逆推含糖量...覺得蠻不甜的再想想,-0.2,中性
"很甜,原本的比較好喝",-0.5,負向
"我覺得是酸味比較多一點,甜度還可以接受",0.3,正向
"熱量160真的還好,泰山的一瓶就兩百多大卡了",0.1,中性
昨天在小七看到有嚐鮮價28塊,0.0,中性
蠻好奇穀物水果茶味道 下午買來喝看看,0.1,中性
"喝過,是偏酸甜的檸檬味",0.3,正向
評分給80...感覺還是可以買一罐試試看,0.3,正向
十六茶又有新口味我要喝,0.4,正向
這款超難喝......我跟我弟一致評價就是噴,-1.0,負向
以果茶控來說 這款還行 但有點藥味 哈哈,0.2,中性
我覺得這種口味真的蠻看人的朋友有在喝穀物茶就覺得還不錯,0.3,正向
感覺值得試試,0.3,正向
包裝真的滿吸睛的欸 有人是為了角色直接買的嗎,0.1,中性
好吃順口但沒有太多驚喜,0.5,正向
好吃但熱量偏高 當作療癒甜點還可以,0.5,正向
抹茶不苦還不錯 冰過口感加分 整體還行,0.5,正向
內餡很有誠意 微苦中和甜味 會想再買來吃,0.7,正向
包裝純看耀西就給過 這甜度我可以,0.5,正向
59元餐促配美式剛剛好 早餐就解決了,0.3,正向
"昨天試冰冷凍,內餡變冰淇淋口感,有加分",0.5,正向
"起司肉醬,蒜香蛤蜊義大利麵都好吃",0.5,正向
蒜香蛤蜊麵很好吃 不知道吃什麼就選它,0.2,中性
這系列都很穩 個人最愛青醬=蒜香蛤蠣,0.7,正向
我喜歡白醬焗飯 圓形盤子那款 醬夠多夠濕潤,0.0,中性
絕對是711的白酒蒜香蛤蜊,0.0,中性
"7-11香蒜跟青醬也是我最愛的兩款義大利麵!金沙跟筆管麵也還可以,想吃義大利麵會選7-11,想吃粥選全家!",0.7,正向
"蠻好吃的,但就那個蛤蠣肉有點多餘",0.4,正向
"這個65折,有看到必買,這很好吃",0.8,正向
太鹹,-0.5,負向
我也很常買這口味,0.5,正向
沒肉賣99...,-0.5,負向
"今天才剛吃原價,只能說醬蠻像的,其他就.....",-0.4,負向
原價99??,-0.1,中性
全家出品只能說加油好嗎?=,-0.4,負向
沒肉賣99真的很有勇氣XDDD,-0.5,負向
麵太軟了 不好吃,-0.7,負向
雖然夜市的鐵板麵沒有菜但同樣60元我買鐵板麵,-0.3,負向
賣相看起來不太好吃,-0.3,負向
"原價真的好盤,這個我最多75上次炒飯雖然難吃但是有雞排,一樣99這個真的...狠飽系列",-0.8,負向
"聯名的品項為了付代言費把成本推高,都特別盤",-0.6,負向
勇者推 這個有券我也不會買,-0.8,負向
沒肉還要99,-0.5,負向
"目前全家 狠飽 系列在我心中評價都不好,先看別人吃完感想,不會每款都試了",-0.6,負向
原價99? 特價還要60? 都是低成本的食材 還沒肉 賣40都嫌貴了 尤其豆芽菜 便宜到哭的蔬菜,-0.8,負向
